code	description	code_group	recommended_use
f41w.	METFORMIN HYDROCHLORIDE 500mg/5mL oral solution	Biguanides	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f41x.	METFORMIN HYDROCHLORIDE 500mg m/r tablets	Biguanides	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f41y.	METFORMIN HYDROCHLORIDE 500mg tablets	Biguanides	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f41z.	METFORMIN HYDROCHLORIDE 850mg tablets	Biguanides	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.

# Intermediate And Long-Acting Insulins
f2...	MEDIUM/LONG-ACTING INSULINS	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f21..	BIPHASIC INSULIN	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f211.	RAPITARD MC 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f22..	INSULIN ZINC SUSPENSION	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f221.	INSULIN ZINC LENTE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f222.	HYPURIN LENTE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f223.	LENTARD MC 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f226.	HUMAN MONOTARD 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f227.	HUMULIN LENTE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f228.	HYPURIN BOVINE LENTE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f23..	INSULIN ZINC SUSPENSION - AMORPHOUS	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f231.	SEMITARD MC 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f24..	INSULIN ZINC SUSPENSION - CRYSTALLINE	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f241.	HUMAN ULTRATARD 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f242.	HUMULIN ZN 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25..	ISOPHANE INSULIN	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f251.	ISOPHANE INSULIN 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f252.	HYPURIN ISOPHANE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f253.	INSULATARD 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f258.	HUMAN INSULATARD 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f259.	HUMAN PROTAPHANE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25A.	HUMULIN I 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25B.	INSUMAN BASAL OPTISET 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25C.	INSULATARD INNOLET 100units/mL prefilled syringe 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25D.	INSULATARD FLEXPEN 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25E.	HYPURIN BOVINE ISOPHANE 100iu/mL injection cartridge 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25F.	HYPURIN PORCINE ISOPHANE 100iu/mL injection cartridge 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25G.	HUMULIN I KWIKPEN 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25H.	INSUMAN BASAL SOLOSTAR 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25W.	HUMAN ISOPHANE INSULIN 100units/mL prefilled syringe	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25X.	HUMAN ISOPHANE INSULIN 100units/mL injection cartridge	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25Y.	HUMAN ISOPHANE INSULIN 100units/mL injection vials	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25a.	HUMULIN I 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25i.	HUMAN PROTAPHANE penfill 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25j.	PUR-IN ISOPHANE 100iu/mL vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25k.	PUR-IN ISOPHANE 100iu/mL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25l.	HUMULIN I 100iu/mL cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25m.	HUMAN INSULATARD 100iu/mL preloaded injection pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25n.	HUMAJECT I 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25o.	HUMULIN I 100iu/mL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25p.	HUMAN INSULATARD ge injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25q.	HUMAN INSULATARD PENFILL cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25r.	PORK INSULATARD 100units/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25s.	ISOPHANE INSULIN 100iu/mL injection cartridge	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25t.	HYPURIN BOVINE ISOPHANE 100iu/mL injection cartridge 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25u.	HYPURIN PORCINE ISOPHANE 100iu/mL injection cartridge 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25v.	HYPURIN BOVINE ISOPHANE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25w.	HYPURIN PORCINE ISOPHANE 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25y.	INSUMAN BASAL 100iu/mL injection vials 5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25z.	INSUMAN BASAL 100iu/mL injection cartridge 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f26..	PROTAMINE ZINC INSULIN	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f261.	HYPURIN PROTAMINE ZINC injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f262.	HYPURIN BOVINE PROTAMINE ZINC 100iu/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27..	BIPHASIC ISOPHANE INSULIN	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f271.	*MIXTARD 30/70 injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f272.	*PENMIX 30/70 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f273.	*PUR-IN MIX 15/85 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f274.	PUR-IN MIX 15/85 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f275.	*PUR-IN MIX 25/75 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f276.	PUR-IN MIX 25/75 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f277.	*PUR-IN MIX 50/50 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f278.	PUR-IN MIX 50/50 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f279.	*HUMULIN M1 10/90 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27A.	HUMAJECT M1 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27B.	HUMAJECT M2 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27C.	HUMAJECT M3 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27D.	HUMAJECT M4 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27E.	HUMAJECT M5 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27F.	HUMULIN M4 40/60 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27G.	HUMULIN M5 50/50 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27H.	HUMAN MIXTARD 30 ge injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27I.	HYPURIN PORCINE BIPHASIC ISOPHANE 30/70 injection cartridge 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27J.	HUMAN MIXTARD 10 PENFILL cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27K.	HUMAN MIXTARD 20 PENFILL cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27L.	HUMAN MIXTARD 30 PENFILL cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27M.	HUMAN MIXTARD 40 PENFILL cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27N.	HUMAN MIXTARD 50 PENFILL cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27O.	MIXTARD 30 INNOLET 100units/mL prefilled syringe 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27P.	HUMAN MIXTARD 10 prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27Q.	HUMAN MIXTARD 20 prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27R.	HUMAN MIXTARD 30 prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27S.	HUMAN MIXTARD 40 prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27T.	HUMAN MIXTARD 50 prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27V.	PORK MIXTARD 30 100units/mL injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27W.	*HUMAN MIXTARD 50 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27X.	HYPURIN PORCINE BIPHASIC ISOPHANE 30/70 injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27Y.	HYPURIN PORCINE BIPHASIC ISOPHANE 30/70 injection cartridge 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27Z.	INSUMAN COMB 25 100iu/mL injection vials 5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27a.	HUMULIN M1 10/90 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27b.	*HUMULIN M2 20/80 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27c.	HUMULIN M2 20/80 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27d.	HUMULIN M3 30/70 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27e.	HUMULIN M3 30/70 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27f.	*HUMULIN M4 40/60 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27g.	HUMULIN M4 40/60 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27h.	*INITARD 50/50 injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27i.	HUMAN ACTRAPHANE 30/70 injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27j.	HUMAN MIXTARD 30/70 injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27k.	HUMAN INITARD 50/50 injection 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27l.	*PENMIX 10/90 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27m.	*PENMIX 20/80 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27n.	*PENMIX 40/60 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27o.	*PENMIX 50/50 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27p.	PENMIX 30/70 preloaded injection pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27q.	PENMIX 10/90 preloaded injection pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27r.	PENMIX 20/80 preloaded injection pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27s.	PENMIX 40/60 preloaded injection pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27t.	PENMIX 50/50 preloaded injection pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27u.	*HUMULIN M5 50/50 vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27v.	HUMULIN M5 50/50 cartridges 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27w.	HUMULIN M1 10/90 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27x.	HUMULIN M2 20/80 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27y.	INSUMAN COMB 25 100iu/mL injection cartridge 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f27z.	HUMULIN M3 30/70 cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f28..	BIPHASIC ISOPHANE INSULIN 2	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f281.	MIXTARD 10 (HUMAN) PENFILL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f282.	MIXTARD 20 (HUMAN) PENFILL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f283.	MIXTARD 30 (HUMAN) PENFILL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f284.	MIXTARD 40 (HUMAN) PENFILL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f285.	MIXTARD 50 (HUMAN) PENFILL cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f286.	INSUMAN COMB 15 100iu/mL injection cartridge 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f287.	INSUMAN COMB 50 100iu/mL injection vials 5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f288.	INSUMAN COMB 15 OPTISET 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f289.	INSUMAN COMB 25 OPTISET 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f28A.	INSUMAN COMB 50 OPTISET 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f28B.	INSUMAN COMB 15 100iu/mL injection vials 5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f28C.	INSUMAN COMB 50 100iu/mL injection cartridge 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f28D.	HUMULIN M3 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f28E.	HUMULIN M3 KWIKPEN 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f28F.	INSUMAN COMB 25 SOLOSTAR 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f29..	INSULIN GLARGINE	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f291.	INSULIN GLARGINE 100iu/mL injection cartridges	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f292.	INSULIN GLARGINE 100iu/mL injection vials	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f293.	INSULIN GLARGINE 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f294.	LANTUS 100iu/mL injection cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f295.	LANTUS 100iu/mL injection vials 10mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f296.	LANTUS 100iu/mL OptiSet prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f297.	LANTUS 100iu/mL OptiClik cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f298.	LANTUS 100iu/mL SoloStar prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f299.	TOUJEO 300iu/mL SoloStar prefilled pen 1.5mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f29A.	INSULIN GLARGINE 300iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f29B.	ABASAGLAR 100iu/mL solution for injection cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f29C.	ABASAGLAR KWIKPEN 100iu/mL soln for inj prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2A..	INSULIN DETEMIR	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2A1.	LEVEMIR PENFILL 100iu/mL injection cartridges 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2A2.	LEVEMIR FLEXPEN 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2A3.	LEVEMIR INNOLET 100iu/mL prefilled syringe 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2Ax.	INSULIN DETEMIR 100iu/mL prefilled syringe	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2Ay.	INSULIN DETEMIR 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2Az.	INSULIN DETEMIR 100iu/mL injection cartridges	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2B..	INSULIN DEGLUDEC	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2B1.	TRESIBA FLEXTOUCH 100iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2B2.	INSULIN DEGLUDEC 100iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2B3.	TRESIBA FLEXTOUCH 200iu/mL prefilled pen 3mL	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2B4.	INSULIN DEGLUDEC 200iu/mL prefilled pen	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2B5.	TRESIBA PENFILL 100iu/mL injection cartridges	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f2B6.	INSULIN DEGLUDEC 100iu/mL injection cartridges	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
fw...	SHORT WITH INTERMEDIATE-ACTING INSULINS	Intermediate And Long-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
