code	description	code_group	recommended_use
bi1k.	*KAPLON 25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1l.	*KAPLON 50mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1m.	*HYTENEZE 12.5 tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1n.	*HYTENEZE 25 tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1o.	*HYTENEZE 50 tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1p.	*TENSOPRIL 12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1q.	*TENSOPRIL 25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1r.	*TENSOPRIL 50mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1v.	CAPTOPRIL 12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1w.	CAPTOPRIL 25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1x.	CAPTOPRIL 25mg tablets x56	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1y.	CAPTOPRIL 50mg tablets x56	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi1z.	CAPTOPRIL 50mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2..	ENALAPRIL MALEATE	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi21.	INNOVACE 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi22.	INNOVACE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi23.	INNOVACE 5mg tablets x28	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi24.	INNOVACE 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi25.	INNOVACE 10mg tablets x28	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi26.	INNOVACE 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi27.	INNOVACE 20mg tablets x28	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi28.	INNOZIDE 20/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi29.	INNOVACE tablets titration pack	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2A.	*ENALAPRIL MALEATE 2.5mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2B.	*ENALAPRIL MALEATE 5mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2C.	*ENALAPRIL MALEATE 10mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2D.	*ENALAPRIL MALEATE 20mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2E.	*INNOVACE MELT 2.5mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2F.	*INNOVACE MELT 5mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2G.	*INNOVACE MELT 10mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2H.	*INNOVACE MELT 20mg wafer	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2J.	*PRALENAL 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2K.	*PRALENAL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2L.	*PRALENAL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2M.	*PRALENAL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2a.	ENALAPRIL MALEATE tablets titration pack	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2b.	ENALAPRIL MALEATE+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2t.	ENALAPRIL MALEATE 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2u.	ENALAPRIL MALEATE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2v.	ENALAPRIL MALEATE 5mg tablets x28	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2w.	ENALAPRIL MALEATE 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2x.	ENALAPRIL MALEATE 10mg tablets x28	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2y.	ENALAPRIL MALEATE 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi2z.	ENALAPRIL MALEATE 20mg tablets x28	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3..	LISINOPRIL	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi31.	LISINOPRIL 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi32.	LISINOPRIL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi33.	LISINOPRIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi34.	LISINOPRIL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi35.	*CARACE 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi36.	*CARACE 5mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi37.	*CARACE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi38.	*CARACE 10mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi39.	*CARACE 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3a.	*CARACE 20mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3b.	*CARACE 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3c.	*ZESTRIL 2.5mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3d.	*ZESTRIL 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3e.	ZESTRIL 5mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3f.	ZESTRIL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3g.	ZESTRIL 10mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3h.	ZESTRIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3i.	ZESTRIL 20mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3j.	ZESTRIL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3k.	CARACE 20 PLUS tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3l.	*CARACE 10 PLUS tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3m.	*ZESTORETIC tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3n.	ZESTORETIC 20/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3p.	LISINOPRIL+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3q.	*ZESTRIL 2.5mg starter pack	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3r.	LISINOPRIL 2.5mg tablets starter pack	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3s.	ZESTORETIC 10/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3t.	LISINOPRIL+HYDROCHLOROTHIAZIDE 10mg/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3u.	*CARALPHA 10/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3v.	*CARALPHA 20/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3w.	LISICOSTAD HCT 20/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3x.	LISICOSTAD HCT 10/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi3y.	LISINOPRIL 1mg/mL oral solution	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi4..	QUINAPRIL	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi41.	QUINAPRIL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi42.	QUINAPRIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi43.	QUINAPRIL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi44.	ACCUPRO 5mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi45.	ACCUPRO 10mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi46.	ACCUPRO 20mg tablets 28CP	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi47.	ACCURETIC tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi48.	QUINAPRIL+HYDROCHLOROTHIAZIDE 10/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi49.	ACCUPRO 40mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi4A.	QUINAPRIL 40mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi4B.	QUINIL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi4C.	QUINIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi4D.	QUINIL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi4E.	QUINIL 40mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi4F.	QUINAPRIL+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi5..	PERINDOPRIL ERBUMINE	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi51.	PERINDOPRIL ERBUMINE 2mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi52.	PERINDOPRIL ERBUMINE 4mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi53.	*COVERSYL 2mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi54.	*COVERSYL 4mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi55.	PERINDOPRIL ERBUMINE+INDAPAMIDE 4mg/1.25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi56.	COVERSYL PLUS 4mg/1.25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi57.	PERINDOPRIL ERBUMINE 8mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi58.	*COVERSYL 8mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6..	RAMIPRIL	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi61.	RAMIPRIL 1.25mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi62.	RAMIPRIL 2.5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi63.	RAMIPRIL 5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi64.	*TRITACE 1.25mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi65.	*TRITACE 2.5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi66.	*TRITACE 5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi67.	RAMIPRIL 10mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi68.	*TRITACE 10mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi69.	RAMIPRIL 2.5mg+5mg+10mg capsules titration pack	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6A.	TRITACE Titration Pack capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6B.	RAMIPRIL 1.25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6C.	RAMIPRIL 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6D.	RAMIPRIL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6E.	RAMIPRIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6F.	RAMIPRIL 2.5mg+5mg+10mg tablets titration pack	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6G.	RAMIPRIL 2.5mg/5mL oral solution	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6o.	TRITACE Titration Pack tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6p.	*RANACE 10mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6q.	*RANACE 5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6r.	*RANACE 2.5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6s.	*RANACE 1.25mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6t.	*LOPACE 2.5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6u.	*LOPACE 5mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6v.	*LOPACE 10mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6w.	TRITACE 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6x.	TRITACE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6y.	TRITACE 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi6z.	TRITACE 1.25mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi7..	SODIUM FOSINOPRIL	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi71.	FOSINOPRIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi72.	FOSINOPRIL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi73.	*STARIL 10mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi74.	*STARIL 20mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi8..	CILAZAPRIL	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi81.	CILAZAPRIL 250micrograms tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi82.	CILAZAPRIL 500micrograms tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi83.	*CILAZAPRIL 1mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi84.	*CILAZAPRIL 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi85.	*VASCACE 250micrograms tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi86.	*VASCACE 500micrograms tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi87.	*VASCACE 1mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi88.	*VASCACE 2.5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi89.	*VASCACE 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi8a.	CILAZAPRIL 5mg tablets	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi9..	TRANDOLAPRIL	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi91.	TRANDOLAPRIL 500micrograms capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bi92.	TRANDOLAPRIL 1mg capsules	Angiotensin-Converting Enzyme Inhibitors	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
